left_shop,left_brand,left_productName,left_price,right_shop,right_brand,right_productName,right_price,label,id
Colruyt,LISTERINE,advanced white mint,6.79,Albert Heijn,Listerine,Advanced white,6.79,1,1879
Colruyt,L'EXQUIS,remoudou herve,3.9,Carrefour,L'Exquis Herve,Remoudou 200 g,4,1,1880
Colruyt,PURINA ONE,Sterilcat rund,16.69,Carrefour,Purina ONE,Bifensis Dual Defense Sterilcat 3 kg,16.69,1,1881
Colruyt,GARDEN GOURMET,groenteballetjes veg,2.75,Albert Heijn,Garden Gourmet,Falafel pikant vegan,3.49,0,1882
Albert Heijn,Conimex,Kroepoek java,1.69,Colruyt,SYOSS,mousse volume/krullen,4.63,0,1883
Colruyt,DOUWE EGBERTS,caps Lungo 6 dessert,7.99,Carrefour,Douwe Egberts,Koffie Capsules Dessert Lungo Intensiteit 06 Nespresso* Compatibel 40 stuks,7.99,1,1884
Colruyt,CROKY HULAHOOPS,paprika,1.32,Albert Heijn,AH,Magnetron popcorn zoet,1.79,0,1885
Albert Heijn,Witte Reus,Toiletblok turquoise actief,3.49,Colruyt,KELLOGG'S EXTRA,crun.muesli orig.,5.09,0,1886
Colruyt,BONDUELLE,zurkel bok,1.19,Albert Heijn,Bonduelle,Crispy maïs,1.19,0,1887
Albert Heijn,Melitta,Natuur filterzakjes nr. 1x4,2.09,Carrefour,Melitta,1 x 4 Original Koffiefilters 100 Stuks,3.15,1,1888
Albert Heijn,Activia,Yoghurt vanille,1.89,Carrefour,Activia,Yoghurt Vanillesmaak met Probiotica 4 x 125 g,1.86,1,1889
Colruyt,STARBUCKS,caps Caramel Macchiato,4.04,Albert Heijn,Starbucks,Frappuccino caramel,1.99,0,1890
Colruyt,ALPRO,hazelnoot-chocolade-ijs,4.99,Albert Heijn,Alpro,Sojadrink rode vruchten,1.99,0,1891
Carrefour,Fitness,Melkchocolade Ontbijtgranen 450 g,5.36,Colruyt,MAREDSOUS,"blond 6,5%",8.76,0,1892
Carrefour,Tempo,Complete Care 4-Lagen 10 x 9 Stuks,2.9,Colruyt,TEMPO,zakdoeken Complete Care 4l,2.66,1,1893
Albert Heijn,AH,Bleekselderij,0.99,Colruyt,,Witte selder,0.89,1,1894
Albert Heijn,Herta,Ham superieur 3 plakken,2.19,Colruyt,HERTA,Superieur ham natuur 3 sn.,2.12,1,1895
Carrefour,Fitness,Melkchocolade Ontbijtgranen 450 g,5.36,Colruyt,NESTLÉ FITNESS,Chocolate,4.99,1,1896
Colruyt,GARDEN GOURMET,veggie sensa.Italian,3.49,Albert Heijn,Garden Gourmet,Groenteburger siciliaans,3.49,1,1897
Colruyt,RIO MARE,makreelf. tomatensaus,3.35,Albert Heijn,Rio Mare,Insalatissime couscous e tonno msc,3.19,0,1898
Albert Heijn,Alpro,Amandeldrink original,2.19,Colruyt,ALPRO,amandeldrink,1.79,1,1899
Albert Heijn,Dr. Oetker,Ristorante pizza mozzarella glutenvrij,3.89,Carrefour,Dr. Oetker,Pizza Ristorante Mozzarella Gluten Free 370 g,5.25,1,1900
Carrefour,Alpro,Mango Plantaardig voor Yoghurt Zonder Toegevoegde Suikers 400 g,2.84,Albert Heijn,Alpro,Sojadrink rode vruchten,1.99,0,1901
Carrefour,Alpro,Macchiato Sojadrink  1 L,2.41,Albert Heijn,Alpro,Mild & Creamy Naturel met kokosnoot,2.99,0,1902
Albert Heijn,Nescafé,Gold latte oploskoffie,2.99,Carrefour,Nescafé,Koffie CAPPUCCINO Latte Zakjes 144 g,3.32,1,1903
Colruyt,ALPRO,sojadrink vanille,4.69,Albert Heijn,Alpro,Mango met meer fruit,2.49,0,1904
Colruyt,CARA,"sterk blond 8,5% blik",0.52,Albert Heijn,Spa,Touch bruisend blackcurrant,4.69,0,1905
Colruyt,,Change Sauvignon IGP Oc Bio,6.49,Albert Heijn,Grand' Italia,Sugocasa erbe pastasaus,2.59,0,1906
Colruyt,FANTA,Lemon,1.89,Albert Heijn,Fanta,Orange zero,2.49,0,1907
Colruyt,COTE D'OR,Bloc speculoos,2.79,Albert Heijn,Côte d'Or,Melk speculoos,2.79,1,1908
Colruyt,ALPRO,vanille,1.79,Albert Heijn,Alpro,Plantaardige variatie op yoghurt kers,2.19,0,1909
Colruyt,BERTOLLI,pastasaus basilicum tomaat,2.99,Albert Heijn,AH,Mini saucijzen hapjes,2.09,0,1910
Colruyt,NIVEA,shampoo classic,2.99,Albert Heijn,Nivea,2in1 care express shampoo&conditioner,3.39,1,1911
Albert Heijn,Knorr,Pak kerriesaus,1.69,Colruyt,KNORR,saus curry Brik,1.35,1,1912
Albert Heijn,Celebrations,Assortiments mix,3.99,Colruyt,CELEBRATIONS,mini-assortiment,3.99,1,1913
Albert Heijn,AH,Koken voor 2 beef teriyaki,7.99,Colruyt,,Château Côtes de Blaignan 2019,7.15,0,1914
Colruyt,VALVERT,plat water,0.798,Carrefour,Valvert,Belgisch Natuurlijk Mineraalwater 1.5L PET 6 Flessen,4.99,1,1915
Colruyt,CÔTE D'OR,puur,2.94,Carrefour,Nalys,Aloe Vera 4 Lagen 15 Zakdoeken,4.65,0,1916
Colruyt,ALPRO,sojadrink zonder suikers,1.19,Albert Heijn,Alpro,Mild & Creamy Naturel met kokosnoot,2.99,0,1917
Carrefour,Alpro,Natuur met Kokosnoot Plantaardig Alternatief voor Yoghurt 500 g,2.96,Albert Heijn,Alpro,Amandeldrink original,2.19,0,1918
Colruyt,BEEMSTER,extra belegen sneetjes,4.98,Albert Heijn,Beemster,Kaas jong 48+ stuk,7.8,0,1919
Albert Heijn,Alpro,Amandeldrink ongeroosterd zonder suikers,2.19,Colruyt,ALPRO,amandeldrink ongeroosterd Z.S.,2.19,1,1920
Carrefour,Alpro,Soya Bakken & Braden 500 g,2.36,Colruyt,ALPRO,braden & bakken,1.99,1,1921
Colruyt,COCA-COLA,bak,15.59,Albert Heijn,Coca-Cola,Vanilla,2.69,0,1922
Colruyt,OLD AMSTERDAM,kaas gouda oud blok,14.52,Albert Heijn,Old Amsterdam,8 plakken 48+,2.99,0,1923
Colruyt,NOCCO,Caribbean,1.49,Albert Heijn,NOCCO,Caribbean BCAA,1.49,1,1924
Carrefour,Alpro,Greek Style Vanille 400g,2.85,Albert Heijn,Alpro,Sojadrink original,1.09,0,1925
Colruyt,DANONE OIKOS,volle yogh. natuur,2.69,Carrefour,Oikos,Yoghurt op Griekse Wijze Natuur 4 x 115 g,3.69,1,1926
Colruyt,,Echte Loo,26.31,Albert Heijn,AH,Zalmhaasje gerookt,5.98,0,1927
Colruyt,ALPRO,mango z. toegevoegde suikers,2.49,Albert Heijn,Alpro,Mild & creamy vanille,2.69,0,1928
Carrefour,Alpro,Natuur Plantaardig Alternatief Yoghurt Zonder Suikers 4 x 125 g,2.65,Albert Heijn,Alpro,Cuisine,1.79,0,1929
Colruyt,PHILADELPHIA,Light look&fijne kruid,2.35,Carrefour,Philadelphia,Smeerkaas LIGHT Look & Fijne Kruiden 185 g,2.37,1,1930
Carrefour,Iglo,Green Cuisine Groenten Sticks 284 g,2.64,Albert Heijn,Iglo,Fishcuisine Italiano,3.99,0,1931
Colruyt,HAK,prinsessenbonen extra fijn,2.79,Albert Heijn,Hak,Gesneden bladspinazie,1.49,0,1932
Albert Heijn,Palmolive,Naturals amandel handzeep,1.49,Colruyt,BONI,penne groen pesto en tomaten,2.99,0,1933
Albert Heijn,Délio,Vlees salade,2.39,Colruyt,DÉLIO,Vleessalade,2.39,1,1934
Colruyt,ALPRO,soja smeren,2.59,Albert Heijn,Alpro,Sojadrink original,1.09,0,1935
Colruyt,BONI,speculoospasta crunchy,1.39,Albert Heijn,Carbonell,Olijfolie extra virgen fruitig,7.89,0,1936
Colruyt,COTE D'OR,Double Lait,2.69,Albert Heijn,Côte d'Or,Reep double lait,2.89,1,1937
Albert Heijn,Nescafé Dolce Gusto,Koffiecups cappuccino,4.19,Colruyt,NESCAFÉ DOLCE GUSTO,caps Cappuccino,4.19,1,1938
Albert Heijn,AH,Grillworst,3.53,Colruyt,BONI,maaltijdsalade gerookte zalm,4.99,0,1939
Carrefour,Colgate,Max White One Tandpasta 75 ml,2.45,Albert Heijn,Colgate,Max white one tandpasta,2.99,1,1940
Albert Heijn,Remy Pannier,Rosé Cuvée Spéciale,4.49,Colruyt,BONI,Martino Spread licht gekr.,2.39,0,1941
Colruyt,SIGNAL,tandpasta charcoal,2.06,Carrefour,Signal,Integral 8 Nature Elements Tandpasta Charcoal 75 ml,3.29,1,1942
Colruyt,BONI,rode uien,1.19,Albert Heijn,AH,Bapao kip,0.99,0,1943
Colruyt,INNOCENT,Citrus Shield,3.45,Albert Heijn,Innocent,Super smoothie lift up,2.49,0,1944
Carrefour,Pur Natur,Bio 4 Vruchten Extra Confituur 370 g,3.53,Albert Heijn,Pur Natur,Biologische roeryoghurt,2.59,0,1945
Carrefour,Olvarit,Bio Groei Opvolgmelk Baby Vanaf 10 Maanden Flessen 6x1L,14.28,Colruyt,OLVARIT BIO,opvolgmelk vloeibaar 10m+,2.25,1,1946
Colruyt,BALADE,saus 3 kazen met verse room,5.09,Carrefour,Balade,3 Kazen Saus met Verse Room 30 cl,5.45,1,1947
Carrefour,Alpro,Haver Plantaardig Alternatief voor Room 250 ml,1.97,Albert Heijn,Alpro,Cuisine light,1.89,0,1948
Colruyt,ALPRO,Greek Style haver,2.89,Albert Heijn,Alpro,Mild & Creamy Naturel met kokosnoot,2.99,0,1949
Colruyt,IGLO,visgratin tomaat/mozarella MSC,3.99,Albert Heijn,Iglo,Fishcuisine Florentine,3.99,0,1950
Albert Heijn,Coca-Cola,Regular,2.15,Colruyt,COCA-COLA,"1,5L",2.08,1,1951
Colruyt,GALBANI,mozzarella buffelmelk,2.59,Albert Heijn,Galbani,Mascarpone,2.39,0,1952
Albert Heijn,Brugse Zot,Blond,1.15,Colruyt,BRUGSE ZOT,"bier blond 6,0%vol",6.9,1,1953
Colruyt,,broccoli,0.89,Albert Heijn,,Goudse Belegen 48+ stuk,4,0,1954
Carrefour,Lipton,Pyramide  Zwarte thee Bosvruchten 20 zakjes,2.75,Colruyt,LIPTON,thee Lemon/forest fr/trop.fr,1.59,1,1955
Colruyt,NUTRILON,2 opvolgmelk 6m+,11.79,Carrefour,Nutrilon,2 Opvolgmelk Baby vanaf 6 tot12 maanden Melkpoeder Doos 800g,13.99,1,1956
Colruyt,,Sentada Argentinië wit BIB,12.99,Albert Heijn,,Goudse Belegen 48+ stuk,4,0,1957
Carrefour,Alpro,Plantaardig Hazelnoot & Chocolade-Ijs 500 ml,5.85,Albert Heijn,Alpro,Plantaardige variatie op yoghurt aardbei,2.49,0,1958
Carrefour,Spa,TOUCH Bruisend Mineraalwater framboos pruim 6 X 50 cl,5.15,Colruyt,SPA TOUCH,bruisend Raspberry-Plum,0.79,1,1959
Colruyt,COSYNEL,toiletpapier,7.77,Carrefour,Cosynel,The Original premium Blauw 3 Lagen Toiletpapier 18 Rollen,9.19,1,1960
Colruyt,ALISA'S COOKIES,amandine chocolade,2.9,Carrefour,Douwe Egberts,Koffie Pads Moka Royal 32 Stuks,3.69,0,1961
Colruyt,BIOVER,dennensiroop,8.89,Albert Heijn,Destop,Turbo ontstopper binnen 5 minuten,3.99,0,1962
Colruyt,NESTLÉ FITNESS,Chocolate,5.15,Carrefour,Fitness,Melkchocolade Ontbijtgranen 450 g,5.02,1,1963
Carrefour,Galbani,Mozzarella 125 g,1.35,Albert Heijn,Galbani,Ricotta,1.79,0,1964
Carrefour,Galbani,Mozzarella di Latte di Bufala Maxi 200 g,4.45,Albert Heijn,Galbani,Mozzarella,1.19,0,1965
Carrefour,Jordans,Muesli de Luxe 1 kg,4.97,Colruyt,JORDANS,muesli de luxe,4.59,1,1966
Albert Heijn,Heinz,Tomaten blokjes basilicum & oregano,1.39,Colruyt,BONI,ravioli bolognaise blik,1.29,0,1967
Carrefour,Dr. Oetker,Pizza Ristorante Funghi 365 g,2.92,Albert Heijn,Dr. Oetker,Glazuur wit cupcake taart versiering,1.49,0,1968
Albert Heijn,AH,Gerookte zalmsnippers,5.99,Colruyt,ROYCO,snack pasta carbonara,1.86,0,1969
Albert Heijn,Pampers,Harmonie luiers maat 1,9.99,Colruyt,PAMPERS,Harmonie Luiers Maat 1,9.8,1,1970
Albert Heijn,Heks'nkaas,Origineel,2.99,Colruyt,HEKS'NKAAS,Original,2.99,1,1971
Carrefour,Dash,Regular Vloeibaar Wasmiddel 27 Wasbeurten,9.49,Colruyt,DASH,stralend wit 1.485L,9.29,1,1972
Colruyt,PUR NATUR,Skyr yoghurt bosbes Bio,3.15,Carrefour,Pur Natur,Bio Yoghurt Skyr Bosbes 400 g,3.25,1,1973
Colruyt,RIO MARE,Insalatissime Messic.P&L,2.39,Albert Heijn,Rio Mare,Tonno all'olio di oliva voordeel,5.39,0,1974
Colruyt,BONI,balsamico azijn,5.89,Albert Heijn,Wecare,Lower carb fudge caramel,2.99,0,1975
Colruyt,DANONE ACTIVIA,yogh. aardbei 0%vg,2.25,Carrefour,Activia,Yoghurt Aardbei 0% met Probiotica 4 x 125 g,2.4,1,1976
Carrefour,Carrefour,Expert Colors Wasmiddel 30 x 23.2 ml,6.59,Colruyt,L'OREAL,Excellence zwart 1,10.49,0,1977
Albert Heijn,Ben & Jerry's,IJs chunky monkey,4.59,Colruyt,B&J,Chunky Monkey,4.59,1,1978
Colruyt,SOUBRY,al dente capellini,0.49,Albert Heijn,Soubry,Al dente capellini,0.69,1,1979
Colruyt,EVIAN,plat water,0.781,Carrefour,Evian,6 x 1 L,4.85,1,1980
Carrefour,Alpro,Exotic Plantaardig Alternatief Zonder Toegevoegde Suikers 400 g,2.55,Colruyt,IGLO,visgratin spinazie room MSC,4.39,0,1981
Colruyt,ALPRO,sojadrink Light,1.39,Carrefour,Alpro,Sojadrink Light 6 x 1 L,12.99,1,1982
Colruyt,HAK,erwten wortelen extra fijn,0.99,Albert Heijn,Hak,Doperwtjes extra fijn,1.39,0,1983
Carrefour,Paysan Breton,De Opgeklopte Kaas Madame Loïk Natuur Met Zeezout 150 g,2.93,Colruyt,PAYSAN BRETON MADAME LOÏK,natuur,2.82,1,1984
Albert Heijn,Wecare,Lower carb chocolate hazelnut crisp,1.85,Colruyt,SANEX,deo Dermo Protector roller,2.7,0,1985
Colruyt,DOUWE EGBERTS,dessert,6.39,Albert Heijn,Douwe Egberts,Ice caramel ijskoffie,1.39,0,1986
Albert Heijn,AH,Rundergehakt,3.99,Colruyt,ROUGETTE,ovenkaas,4.95,0,1987
Albert Heijn,Dubbeldrank,Mango-guanabana,1.89,Colruyt,KELLOGG'S ALL-BRAN,fruit'n fibre,4.69,0,1988
Carrefour,Alpro,Blauwe Bosbes Plantaardig Alternatief voor Yoghurt 500 g,2.75,Colruyt,ALPRO,blauwe bosbes,2.49,1,1989
Carrefour,Dixan,Poeder Wasmiddel Lavendel 58DS 3.48kg,22.39,Colruyt,DIXAN,"wasp.lavender fresh 3,48kg",20.45,1,1990
Colruyt,BONDUELLE,erwt wortel ef glas,1.25,Albert Heijn,Bonduelle,Doperwtjes extra fijn,0.99,0,1991
Carrefour,Galbani,Crema al Mascarpone 250 g,3.99,Albert Heijn,Galbani,Mascarpone,2.39,0,1992
Colruyt,ALPRO,natuur,1.89,Albert Heijn,Alpro,IJs soya vanilla,4.99,0,1993
Carrefour,Meridol,tandvleesbescherming Zachte Tandenborstel 1 stuk,5.15,Colruyt,BONI,sjalotten 1kg,2.99,0,1994
Colruyt,ALPRO,Absolutely kokosnoot natuur,2.18,Albert Heijn,Alpro,Not M*LK Drink Plantaardig & Vol,2.19,0,1995
Albert Heijn,Starbucks,Nespresso koffiecups espresso decafe,3.49,Carrefour,Starbucks,"by NESPRESSO Decaf Espresso Roast 10 capsules, 57g",4.07,1,1996
Albert Heijn,Appelsientje,Sinaasappel voordeel,2.59,Colruyt,BELVIVA,pom'pin,2.59,0,1997
Colruyt,SENSODYNE,gum protection,3.42,Carrefour,Sensodyne,Tandvlees Bescherming Tandpasta voor gezond tandvlees 75 ml,4.85,1,1998
Colruyt,ALPRO,Absolutely kokosnoot natuur,2.18,Albert Heijn,Alpro,Nutty mousse,1.99,0,1999
Colruyt,MORA,Fun Mix selection,7.86,Albert Heijn,Mora,Vega draadjesvlees bitterballen,3.19,0,2000
Albert Heijn,Bonne Maman,Sinaasappel confiture,3.19,Colruyt,COLRUYT,mosterdspek,1.49,0,2001
Colruyt,ALPRO,haverdrink,3.05,Albert Heijn,Alpro,Lekker gezond smeren,1.29,0,2002
Colruyt,NESCAFÉ DOLCE GUSTO,caps Chococino,4.88,Albert Heijn,Nescafé Dolce Gusto,Koffiecups lungo,4.19,0,2003
Colruyt,GARDEN GOURMET,gemar. filet stukjes,3.89,Albert Heijn,Garden Gourmet,Sensational oosterse stukjes,3.89,1,2004
Carrefour,Activia,Mix & Go Yoghurt & Granen met Probiotica 190 g,1.47,Albert Heijn,Activia,Yoghurt breakfast mais- en tarwevlokken,1.19,1,2005
Colruyt,ST MÔRET,Léger,3.39,Carrefour,St Môret,Léger 8% V.G. 150 g,4.25,1,2006
Colruyt,LIPTON,Ice Tea Zero Green,2.16,Albert Heijn,Lipton,Green zero,1.49,0,2007
Colruyt,THERAMED,tandpasta 1-6 jaar,1.39,Carrefour,Theramed,Junior Aardbei 0-6 Tandpasta 50 ml,1.86,1,2008
Albert Heijn,AH,Frambozen,3.99,Colruyt,,frambozen,2.39,1,2009
Colruyt,ALPRO,perzik/ananas-passievrucht,2.99,Albert Heijn,Alpro,Barista almond,2.99,0,2010
Colruyt,ALPRO,amandeldrink ongeroosterd Z.S.,2.19,Albert Heijn,Alpro,Sojadrink original,1.09,0,2011
Albert Heijn,AH,Gerookte makreel flakes,4.49,Colruyt,ALPRO,sojadrink Light,0.695,0,2012
Carrefour,Campina,Halfvolle Weidemelk 500 ml,0.88,Albert Heijn,Campina,Zacht & luchtig vanille,1.29,0,2013
Carrefour,Meggle,Kruidenboter Original 5 x 20 g,2.71,Albert Heijn,Meggle,Kruidenboter original,2.45,1,2014
Colruyt,ALPRO,vanille,1.99,Albert Heijn,Alpro,Mango met meer fruit,2.49,0,2015
Colruyt,IGLO,witloof gratin,3.29,Albert Heijn,Iglo,Gepaneerde Alaska Pollak filets BEL,4.49,0,2016
Albert Heijn,Nivea,Diamond gloss care conditioner,2.99,Colruyt,NIVEA,cond. diamond,2.99,1,2017
Colruyt,TAHITI,dch tropenhout,1.79,Albert Heijn,Tahiti,verfrissend/ tropenhout,1.99,1,2018
Colruyt,DASH,all in 1 pods color,22.49,Albert Heijn,AH,Bakken&braden,0.69,0,2019
Colruyt,DANONE ACTIMEL,multifruit,5.25,Carrefour,Actimel,Drinkyoghurt Multifruit ondersteunt Immuniteit 12 x 100 g,5.69,1,2020
Carrefour,Valvert,Belgisch Natuurlijk Mineraalwater 1.5L PET 6 Flessen,4.99,Colruyt,VALVERT,plat water,0.815,1,2021
Colruyt,SENSODYNE,Fresh Mint,2.2,Albert Heijn,Sensodyne,Freshmint dagelijkse tandpasta,2.79,1,2022
Colruyt,HAK,prinsessenbonen extra fijn,2.79,Albert Heijn,Hak,Haricots verts extra fijn,2.79,0,2023
Colruyt,B&J,Chunky Monkey,4.59,Carrefour,Ben & Jerry's,Ijs Chunky Monkey 465 ml,6.65,1,2024
Colruyt,NESCAFÉ GOLD,oploskoffie Latte,2.79,Carrefour,Nescafé,Koffie CAPPUCCINO Latte Zakjes 144 g,3.32,1,2025
Albert Heijn,Pampers,Harmonie luiers maat 3,9.99,Colruyt,PAMPERS,Harmonie maat 3,9.99,1,2026
Colruyt,DOUWE EGBERTS,Moka Royal,3.59,Carrefour,Douwe Egberts,Koffie Gemalen Moka Royal 250 g,3.99,1,2027
Colruyt,OREO,koeken Double extra vanille,1.16,Albert Heijn,Oreo,Double creme,1.19,1,2028
Carrefour,L'OR,Koffie Capsules Espresso Forza Intensiteit 9 Nespresso* Compatibel 20 stuks,6.11,Albert Heijn,L'OR,Espresso forza koffiecups,5.29,1,2029
Colruyt,PERRIER,bruisend water,0.55,Carrefour,Perrier,Bruisend Mineraalwater met Toevoeging Koolzuurgas 6 x 0.5 L,3.95,1,2030
Colruyt,ALPRO,sojadrink Light,0.695,Albert Heijn,Alpro,Barista almond,2.99,0,2031
Colruyt,BONI,houtskool barbecue,6.9,Carrefour,Candia,BABY Opvolgmelk vanaf 6 maanden Fles 1 L,3.47,0,2032
Colruyt,DR.OETKER,Spinach & Pumpkin Seeds,3.69,Albert Heijn,Dr. Oetker,The good baker pizza spinach,3.69,1,2033
Colruyt,,Tarapaca Merlot Chili,3.09,Albert Heijn,,Lasagne pakket compleet,10.42,0,2034
Carrefour,Alpro,Karamel Dessert 4 x 125 g,2.65,Albert Heijn,Alpro,Fresh drink coconut zonder suikers,2.99,0,2035
Albert Heijn,Sanex,Dermo sensitive deodorant roller,2.49,Colruyt,SANEX,deo Dermo Sensitive roller,2.32,1,2036
Colruyt,BONI,eitjes melkchocolade,1.49,Albert Heijn,Dr. Oetker,La margherita pizza con basilico,2.49,0,2037
Carrefour,Campina,0% Weidemelk 6 x 500ml,6.09,Colruyt,CAMPINA,magere melk 0%vg PET,0.965,1,2038
Colruyt,CAMPINA,yoghurt bosbes,1.39,Albert Heijn,Campina,Magere kwark met een vleugje vanille,1.99,0,2039
Colruyt,ORAL-B,TB Kids/Junior,2.09,Carrefour,Oral-B,Junior Manuele Tandenborstel Met Star Wars-figuren,2.22,1,2040
Albert Heijn,Dettol,Allesreiniger original,3.49,Colruyt,DETTOL,allesrein.Power&Fresh Orig.,2.56,1,2041
Colruyt,BONI,"aardappelen Franceline 2,5kg",3.49,Albert Heijn,AH Biologisch,Pompoen,2.5,0,2042
Albert Heijn,Nivea,Men fresh gel gezicht lichaam handen,5.39,Colruyt,NIVEA MEN,Fresh crème,5.13,1,2043
Carrefour,Kwatta,Chocopasta wit 400g,3.7,Colruyt,KWATTA,chocopasta wit,3.49,1,2044
Colruyt,COCA-COLA,Zero Sugar No Caffeine,0.671,Albert Heijn,Coca-Cola,Regular,2.15,0,2045
Albert Heijn,Knoppers,Nut bar,2.59,Colruyt,KNOPPERS,nutbar,1.99,1,2046
Carrefour,Alpro,Dark Choco Amandeldrink 1 L,3.55,Albert Heijn,Alpro,Sojadrink original,1.09,0,2047
Colruyt,MENTOS,Pure Fresh bubblefresh,3.78,Albert Heijn,Mentos Gum,Pure fresh bubble,3.79,1,2048
Colruyt,ALPRO,sojadrink,1.05,Albert Heijn,Alpro,Cuisine op te kloppen,1.79,0,2049
Colruyt,GALBANI,mozzarella maxi,2.48,Carrefour,Galbani,Mozzarella Maxi 250 g,2.86,1,2050
Albert Heijn,Graze,Bites chocolate,2.99,Colruyt,ORAL-B,TB Kids/Junior,2.11,0,2051
Carrefour,Dr. Oetker,Pizza Ristorante Vegetale Piccante 350 g,3.69,Albert Heijn,Dr. Oetker,Casa di mama pizza pepperoni salami,3.49,0,2052
Carrefour,Alpro,Greek Style Natuur 400 g,2.29,Colruyt,ALPRO,Greek Style natuur,2.29,1,2053
Albert Heijn,AH,Venkel,1.19,Colruyt,STABILO,pen68 color,18.99,0,2054
Carrefour,Nestlé,GOLDEN GRAHAMS Ontbijtgranen Maxi Pack 570 g,6.6,Colruyt,NESTLÉ GOLDEN GRAHAMS,570g,5.99,1,2055
Colruyt,DANONE,"Cottage Cheese mager 3,9%vg",1.59,Carrefour,Danone,Cottage Cheese 200 g,1.85,1,2056
Colruyt,COCA-COLA,Light,2.13,Albert Heijn,Coca-Cola,Regular,2.15,0,2057
Colruyt,DR.OETKER,Spinach & Pumpkin Seeds,3.69,Albert Heijn,Dr. Oetker,The good baker pizza spinach,1.99,1,2058
Carrefour,Alpro,360 Kcal ijs met Chocoladeswirls 450 ml,6.35,Colruyt,ALPRO,ijs chocoladeswirls,5.99,1,2059
Carrefour,Kellogg's,Extra Melkchocolade 500 g,5.13,Colruyt,KELLOGG'S EXTRA,cr.muesli melkchoc.,5.09,1,2060
Carrefour,Rombouts,Déca Rijk Barista Gemalen 250 g,4.15,Albert Heijn,Garden Gourmet,Sensational mediterraanse stukjes,3.89,0,2061
Colruyt,ALPRO,kers,2.19,Albert Heijn,Alpro,Plantaardige variatie op yoghurt naturel,1.99,0,2062
Colruyt,EDET,toiletpapier Ultra Soft,7.45,Albert Heijn,Roosvicee,Fruitkracht pruimen siroop,2.89,0,2063
Colruyt,STARBUCKS,caps Blond.Espresso Roast,3.69,Carrefour,Starbucks,"by NESPRESSO Blonde Espresso Roast 10 capsules, 53g",3.99,1,2064
Albert Heijn,Ben & Jerry's,Chocolate fudge brownie classic ijs,3.99,Colruyt,BONI,rijstpap vanille,1.96,0,2065
Carrefour,Starbucks,"Latte Macchiato by NESCAFE DOLCE GUSTO 6+6 Capsules, 129 g",4.67,Albert Heijn,Starbucks,Chilled classic skinny latte,1.99,0,2066
Colruyt,CÉRÉAL,koeken kokos suikervrij,2.29,Albert Heijn,Céréal,Kokoskoekjes,2.29,1,2067
Albert Heijn,Becel,Proactiv original cholesterolverlagend,2.69,Colruyt,L'OREAL,casting creme 513,9.69,0,2068
Albert Heijn,Quaker,Cruesli chocolade,3.49,Carrefour,Quaker,Cruesli Chocolade 450gr,4.21,1,2069
Colruyt,DOUWE EGBERTS,caps Lungo 8 Moka R.,4.19,Albert Heijn,Douwe Egberts,Ice macchiato ijskoffie,1.39,0,2070
Carrefour,Sensodyne,Repair & Protect Tandpasta voor gevoelige tanden 75 ml,4.85,Colruyt,SENSODYNE REPAIR & PROTECT,75ml,4.95,1,2071
Carrefour,Danone,Natuur Magere Yoghurt Gesuikerd 8 x125 g,2.99,Albert Heijn,Danone,Danoontje tussendoortje aardbei,0.69,0,2072
Colruyt,DOUWE EGBERTS,caps Lungo 6 décafé,4.19,Carrefour,Douwe Egberts,Koffie Capsules Decaf Lungo Intensiteit 06 Nespresso* Compatibel 20 stuks,4.19,1,2073
Albert Heijn,Knorr,Smaakverfijner aromat naturel,1.29,Colruyt,KNORR,Aromat smaakverfijner,1.29,1,2074
Albert Heijn,Gourmet,Mon petit kleine porties o.a. met tonijn,1.99,Carrefour,Gourmet,Kat Mon Petit Vis 6 x 50 g,3.45,1,2075
Colruyt,,Le Sablou Bergerac rood,4.59,Albert Heijn,Taste of the World,Runderpicanha,21.62,0,2076
Carrefour,Lipton,Infusion Camomile 14 g,2.75,Albert Heijn,Lipton,Groene thee spectacular sencha,1.39,0,2077
Colruyt,THERAMED,tandpasta kinderen 2in1,2.76,Carrefour,Theramed,Junior 2in1 Aardbei 6+ Tandpasta 75 ml,3.15,1,2078
Albert Heijn,AH,Geraspte Goudse jonge kaas 48+,2.49,Colruyt,FACKELMANN,tang,5.49,0,2079
Albert Heijn,Bonduelle,Crispy maïs,0.89,Colruyt,,groene asperges,4.59,0,2080
Colruyt,ALPRO,blauwe bosbes,2.39,Albert Heijn,Alpro,Amandeldrink ongeroosterd zonder suikers,2.19,0,2081
Albert Heijn,Tilda,Basmati rijst sweet chilli & lime,2.49,Colruyt,FA,deo vapo Sport/Carribean Lemon,2.62,0,2082
Colruyt,,Handveger kokos 30 cm,4.35,Albert Heijn,AH,Tampons normaal,1.49,0,2083
Carrefour,Herta,Bladerdeeg 230 g,3.19,Colruyt,HERTA,bladerdeeg margarine,1.99,1,2084
Colruyt,BONI BIO,pistaches zonder zout,4.79,Carrefour,White products,Bladerdeeg 230 g,0.69,0,2085
Carrefour,La Laitière,Pudding met Volle Melk met Belgische Chocolade 4 x 115 g,3.29,Colruyt,LA LAITIÈRE,pudding choco.,3.15,1,2086
Colruyt,OLA MAGNUM,classic roomijs,4.39,Albert Heijn,Magnum,Pint classic ijs,4.69,1,2087
